iter	trainperf	valiperf
68	0.7083333333333334	0.625
69	0.7083333333333334	0.625
70	0.7083333333333334	0.625
71	0.7083333333333334	0.625
72	0.7083333333333334	0.625
73	0.7083333333333334	0.625
74	0.7083333333333334	0.625
75	0.7083333333333334	0.625
76	0.7083333333333334	0.625
77	0.7083333333333334	0.625
78	0.7083333333333334	0.625
79	0.7083333333333334	0.625
80	0.7083333333333334	0.625
81	0.7083333333333334	0.625
82	0.7083333333333334	0.625
83	0.7083333333333334	0.625
84	0.7083333333333334	0.625
85	0.7083333333333334	0.625
86	0.7083333333333334	0.625
87	0.7083333333333334	0.625
88	0.7083333333333334	0.625
89	0.7083333333333334	0.625
90	0.7083333333333334	0.625
91	0.7083333333333334	0.625
92	0.7083333333333334	0.625
93	0.7083333333333334	0.625
94	0.7083333333333334	0.625
95	0.7083333333333334	0.625
96	0.6979166666666666	0.625
97	0.6979166666666666	0.625
98	0.6979166666666666	0.625
99	0.6979166666666666	0.625
100	0.6979166666666666	0.625
101	0.6979166666666666	0.625
102	0.6979166666666666	0.625
103	0.6979166666666666	0.625
104	0.6979166666666666	0.625
105	0.6979166666666666	0.625
106	0.6979166666666666	0.625
107	0.6979166666666666	0.625
108	0.6979166666666666	0.625
109	0.6979166666666666	0.625
110	0.6979166666666666	0.625
111	0.6979166666666666	0.625
112	0.6979166666666666	0.625
113	0.6979166666666666	0.625
114	0.6979166666666666	0.625
115	0.6979166666666666	0.625
116	0.6979166666666666	0.625
117	0.6979166666666666	0.625
118	0.6979166666666666	0.625
119	0.6979166666666666	0.625
120	0.6979166666666666	0.625
121	0.6979166666666666	0.625
122	0.6979166666666666	0.625
123	0.6979166666666666	0.625
124	0.6979166666666666	0.625
125	0.6979166666666666	0.625
126	0.6979166666666666	0.625
127	0.6979166666666666	0.625
128	0.6979166666666666	0.625
129	0.6979166666666666	0.625
130	0.6979166666666666	0.625
131	0.6979166666666666	0.625
132	0.6979166666666666	0.625
133	0.6979166666666666	0.625
134	0.6979166666666666	0.625
135	0.6979166666666666	0.625
136	0.6979166666666666	0.625
137	0.6979166666666666	0.625
138	0.6979166666666666	0.625
139	0.6979166666666666	0.625
140	0.6979166666666666	0.625
141	0.6979166666666666	0.625
142	0.6979166666666666	0.625
143	0.6979166666666666	0.625
144	0.6979166666666666	0.625
145	0.6979166666666666	0.625
146	0.7083333333333334	0.625
147	0.7083333333333334	0.625
148	0.7083333333333334	0.625
149	0.7083333333333334	0.625
150	0.7083333333333334	0.625
151	0.7083333333333334	0.625
152	0.7083333333333334	0.625
153	0.7083333333333334	0.625
154	0.7083333333333334	0.625
155	0.7083333333333334	0.625
156	0.7083333333333334	0.625
157	0.7083333333333334	0.625
158	0.7083333333333334	0.625
159	0.7083333333333334	0.625
160	0.7083333333333334	0.625
161	0.7083333333333334	0.625
162	0.7083333333333334	0.625
163	0.7083333333333334	0.625
164	0.7083333333333334	0.625
165	0.7083333333333334	0.625
166	0.7083333333333334	0.625
167	0.7083333333333334	0.625
168	0.7083333333333334	0.625
169	0.7083333333333334	0.625
170	0.7083333333333334	0.625
171	0.7083333333333334	0.625
172	0.7083333333333334	0.625
173	0.7083333333333334	0.625
174	0.7083333333333334	0.625
175	0.7083333333333334	0.625
176	0.7083333333333334	0.625
177	0.7083333333333334	0.625
178	0.7083333333333334	0.625
179	0.7083333333333334	0.625
180	0.7083333333333334	0.625
181	0.71875	0.625
182	0.71875	0.625
183	0.71875	0.625
184	0.71875	0.625
185	0.71875	0.625
186	0.71875	0.625
187	0.71875	0.625
188	0.71875	0.625
189	0.7083333333333334	0.625
190	0.7083333333333334	0.625
191	0.7083333333333334	0.625
192	0.7083333333333334	0.625
193	0.7083333333333334	0.625
194	0.7083333333333334	0.625
195	0.7083333333333334	0.625
196	0.7083333333333334	0.625
197	0.7083333333333334	0.625
198	0.7083333333333334	0.625
199	0.7083333333333334	0.625
200	0.7083333333333334	0.625
201	0.7083333333333334	0.625
202	0.7083333333333334	0.625
203	0.7083333333333334	0.625
204	0.7083333333333334	0.625
205	0.7083333333333334	0.625
206	0.7083333333333334	0.625
207	0.7083333333333334	0.625
208	0.7083333333333334	0.625
209	0.7083333333333334	0.625
210	0.7083333333333334	0.625
211	0.7083333333333334	0.625
212	0.7083333333333334	0.625
213	0.7083333333333334	0.625
214	0.7083333333333334	0.625
215	0.7083333333333334	0.625
216	0.7083333333333334	0.625
217	0.7083333333333334	0.625
218	0.7083333333333334	0.625
219	0.7083333333333334	0.625
220	0.7083333333333334	0.625
221	0.7083333333333334	0.625
222	0.7083333333333334	0.625
223	0.7083333333333334	0.625
224	0.7083333333333334	0.625
225	0.7083333333333334	0.625
226	0.7083333333333334	0.625
227	0.7083333333333334	0.625
228	0.7083333333333334	0.625
229	0.7083333333333334	0.625
230	0.7083333333333334	0.625
231	0.7083333333333334	0.625
232	0.7083333333333334	0.625
233	0.7083333333333334	0.625
234	0.7083333333333334	0.625
235	0.7083333333333334	0.625
236	0.7083333333333334	0.625
237	0.7083333333333334	0.625
238	0.7083333333333334	0.625
239	0.7083333333333334	0.625
240	0.7083333333333334	0.625
241	0.7083333333333334	0.625
242	0.7083333333333334	0.625
243	0.7083333333333334	0.625
244	0.7083333333333334	0.625
245	0.7083333333333334	0.625
246	0.7083333333333334	0.625
247	0.7083333333333334	0.625
248	0.7083333333333334	0.6666666666666666
249	0.7083333333333334	0.6666666666666666
250	0.7083333333333334	0.6666666666666666
251	0.7083333333333334	0.6666666666666666
252	0.7083333333333334	0.6666666666666666
253	0.7083333333333334	0.6666666666666666
254	0.7083333333333334	0.6666666666666666
255	0.7083333333333334	0.6666666666666666
256	0.7083333333333334	0.6666666666666666
257	0.7083333333333334	0.6666666666666666
258	0.7083333333333334	0.6666666666666666
259	0.7083333333333334	0.6666666666666666
260	0.7083333333333334	0.6666666666666666
261	0.7083333333333334	0.6666666666666666
262	0.7083333333333334	0.6666666666666666
263	0.7083333333333334	0.6666666666666666
264	0.7083333333333334	0.6666666666666666
265	0.7083333333333334	0.6666666666666666
266	0.7083333333333334	0.6666666666666666
267	0.7083333333333334	0.6666666666666666
268	0.7083333333333334	0.6666666666666666
269	0.7083333333333334	0.6666666666666666
270	0.7083333333333334	0.6666666666666666
271	0.7083333333333334	0.6666666666666666
272	0.7083333333333334	0.6666666666666666
273	0.7083333333333334	0.6666666666666666
274	0.7083333333333334	0.6666666666666666
275	0.7083333333333334	0.6666666666666666
276	0.7083333333333334	0.6666666666666666
277	0.7083333333333334	0.6666666666666666
278	0.7083333333333334	0.6666666666666666
279	0.7083333333333334	0.6666666666666666
280	0.7083333333333334	0.6666666666666666
281	0.7083333333333334	0.6666666666666666
282	0.7083333333333334	0.6666666666666666
283	0.7083333333333334	0.6666666666666666
284	0.7083333333333334	0.6666666666666666
285	0.7083333333333334	0.6666666666666666
286	0.7083333333333334	0.6666666666666666
287	0.7083333333333334	0.6666666666666666
288	0.7083333333333334	0.6666666666666666
289	0.7083333333333334	0.6666666666666666
290	0.7083333333333334	0.6666666666666666
291	0.7083333333333334	0.6666666666666666
292	0.7083333333333334	0.6666666666666666
293	0.7083333333333334	0.6666666666666666
294	0.7083333333333334	0.6666666666666666
295	0.7083333333333334	0.6666666666666666
296	0.7083333333333334	0.6666666666666666
297	0.7083333333333334	0.6666666666666666
298	0.7083333333333334	0.6666666666666666
299	0.7083333333333334	0.6666666666666666
300	0.7083333333333334	0.6666666666666666
301	0.7083333333333334	0.6666666666666666
302	0.7083333333333334	0.6666666666666666
303	0.7083333333333334	0.6666666666666666
304	0.7083333333333334	0.6666666666666666
305	0.7083333333333334	0.6666666666666666
306	0.71875	0.6666666666666666
307	0.71875	0.6666666666666666
308	0.71875	0.6666666666666666
309	0.71875	0.6666666666666666
310	0.71875	0.6666666666666666
311	0.71875	0.6666666666666666
312	0.71875	0.6666666666666666
313	0.71875	0.6666666666666666
314	0.71875	0.6666666666666666
315	0.71875	0.6666666666666666
316	0.71875	0.6666666666666666
317	0.71875	0.6666666666666666
318	0.71875	0.6666666666666666
319	0.71875	0.6666666666666666
320	0.71875	0.6666666666666666
321	0.71875	0.6666666666666666
322	0.71875	0.6666666666666666
323	0.71875	0.6666666666666666
324	0.71875	0.6666666666666666
325	0.71875	0.6666666666666666
326	0.71875	0.6666666666666666
327	0.71875	0.6666666666666666
328	0.71875	0.6666666666666666
329	0.71875	0.6666666666666666
330	0.71875	0.6666666666666666
331	0.71875	0.6666666666666666
332	0.71875	0.6666666666666666
333	0.71875	0.6666666666666666
334	0.71875	0.6666666666666666
335	0.71875	0.6666666666666666
336	0.71875	0.6666666666666666
337	0.71875	0.6666666666666666
338	0.71875	0.6666666666666666
339	0.71875	0.6666666666666666
340	0.71875	0.6666666666666666
341	0.71875	0.6666666666666666
342	0.71875	0.6666666666666666
343	0.71875	0.6666666666666666
344	0.71875	0.6666666666666666
345	0.71875	0.6666666666666666
346	0.71875	0.6666666666666666
347	0.71875	0.6666666666666666
348	0.71875	0.6666666666666666
349	0.71875	0.6666666666666666
350	0.71875	0.6666666666666666
351	0.71875	0.6666666666666666
352	0.71875	0.6666666666666666
353	0.71875	0.6666666666666666
354	0.71875	0.6666666666666666
355	0.71875	0.6666666666666666
356	0.71875	0.6666666666666666
357	0.71875	0.6666666666666666
358	0.71875	0.6666666666666666
359	0.71875	0.6666666666666666
360	0.71875	0.6666666666666666
361	0.71875	0.6666666666666666
362	0.71875	0.6666666666666666
363	0.7291666666666666	0.6666666666666666
364	0.7291666666666666	0.6666666666666666
365	0.7291666666666666	0.6666666666666666
366	0.7291666666666666	0.6666666666666666
367	0.7291666666666666	0.6666666666666666
368	0.7291666666666666	0.6666666666666666
369	0.7291666666666666	0.6666666666666666
370	0.7395833333333334	0.6666666666666666
371	0.7395833333333334	0.6666666666666666
372	0.7395833333333334	0.6666666666666666
373	0.7395833333333334	0.6666666666666666
374	0.7395833333333334	0.6666666666666666
375	0.7395833333333334	0.6666666666666666
376	0.7395833333333334	0.6666666666666666
377	0.7395833333333334	0.6666666666666666
378	0.7395833333333334	0.6666666666666666
379	0.7395833333333334	0.6666666666666666
380	0.7395833333333334	0.6666666666666666
381	0.7395833333333334	0.6666666666666666
382	0.7395833333333334	0.6666666666666666
383	0.7395833333333334	0.6666666666666666
384	0.7395833333333334	0.6666666666666666
385	0.7395833333333334	0.6666666666666666
386	0.7395833333333334	0.6666666666666666
387	0.7395833333333334	0.6666666666666666
388	0.7395833333333334	0.6666666666666666
389	0.7395833333333334	0.6666666666666666
390	0.7395833333333334	0.6666666666666666
391	0.7395833333333334	0.6666666666666666
392	0.7395833333333334	0.6666666666666666
393	0.7395833333333334	0.6666666666666666
394	0.7395833333333334	0.6666666666666666
395	0.7395833333333334	0.6666666666666666
396	0.7395833333333334	0.6666666666666666
397	0.7395833333333334	0.6666666666666666
398	0.7395833333333334	0.6666666666666666
399	0.7395833333333334	0.6666666666666666
400	0.7395833333333334	0.6666666666666666
401	0.7395833333333334	0.6666666666666666
402	0.7395833333333334	0.6666666666666666
403	0.7395833333333334	0.6666666666666666
404	0.7395833333333334	0.6666666666666666
405	0.7395833333333334	0.6666666666666666
406	0.7395833333333334	0.6666666666666666
407	0.7395833333333334	0.6666666666666666
408	0.7395833333333334	0.6666666666666666
409	0.7395833333333334	0.6666666666666666
410	0.7395833333333334	0.6666666666666666
411	0.7395833333333334	0.6666666666666666
412	0.7395833333333334	0.6666666666666666
413	0.7395833333333334	0.6666666666666666
414	0.7395833333333334	0.6666666666666666
415	0.7395833333333334	0.6666666666666666
416	0.7395833333333334	0.6666666666666666
417	0.7395833333333334	0.6666666666666666
418	0.7395833333333334	0.6666666666666666
419	0.7395833333333334	0.6666666666666666
420	0.7395833333333334	0.6666666666666666
421	0.7395833333333334	0.6666666666666666
422	0.7395833333333334	0.6666666666666666
423	0.7395833333333334	0.6666666666666666
424	0.7395833333333334	0.6666666666666666
425	0.7395833333333334	0.6666666666666666
426	0.7395833333333334	0.6666666666666666
427	0.7395833333333334	0.6666666666666666
428	0.7395833333333334	0.6666666666666666
429	0.7395833333333334	0.6666666666666666
430	0.7395833333333334	0.6666666666666666
431	0.7395833333333334	0.6666666666666666
432	0.7395833333333334	0.6666666666666666
433	0.7395833333333334	0.6666666666666666
434	0.7395833333333334	0.6666666666666666
435	0.7395833333333334	0.6666666666666666
436	0.7395833333333334	0.6666666666666666
437	0.7395833333333334	0.6666666666666666
438	0.7395833333333334	0.6666666666666666
439	0.7395833333333334	0.6666666666666666
440	0.7395833333333334	0.6666666666666666
441	0.7395833333333334	0.6666666666666666
442	0.7395833333333334	0.6666666666666666
443	0.7395833333333334	0.6666666666666666
444	0.7395833333333334	0.6666666666666666
445	0.7395833333333334	0.6666666666666666
446	0.7395833333333334	0.6666666666666666
447	0.7395833333333334	0.6666666666666666
448	0.7395833333333334	0.6666666666666666
449	0.7395833333333334	0.6666666666666666
450	0.7395833333333334	0.6666666666666666
451	0.7395833333333334	0.6666666666666666
452	0.7395833333333334	0.6666666666666666
453	0.7395833333333334	0.6666666666666666
454	0.7395833333333334	0.6666666666666666
455	0.7395833333333334	0.6666666666666666
456	0.7395833333333334	0.6666666666666666
457	0.7395833333333334	0.6666666666666666
458	0.7395833333333334	0.6666666666666666
459	0.7395833333333334	0.6666666666666666
460	0.7395833333333334	0.6666666666666666
461	0.7395833333333334	0.6666666666666666
462	0.7395833333333334	0.6666666666666666
463	0.7395833333333334	0.6666666666666666
464	0.7395833333333334	0.6666666666666666
465	0.7395833333333334	0.6666666666666666
466	0.7395833333333334	0.6666666666666666
467	0.7395833333333334	0.6666666666666666
468	0.7395833333333334	0.6666666666666666
469	0.7395833333333334	0.6666666666666666
470	0.75	0.6666666666666666
471	0.75	0.6666666666666666
472	0.75	0.6666666666666666
473	0.75	0.6666666666666666
474	0.75	0.6666666666666666
475	0.75	0.6666666666666666
476	0.75	0.6666666666666666
477	0.75	0.6666666666666666
478	0.75	0.6666666666666666
479	0.75	0.6666666666666666
480	0.75	0.6666666666666666
481	0.75	0.6666666666666666
482	0.75	0.6666666666666666
483	0.75	0.6666666666666666
484	0.75	0.6666666666666666
485	0.75	0.6666666666666666
486	0.75	0.6666666666666666
487	0.7604166666666666	0.6666666666666666
488	0.7604166666666666	0.6666666666666666
489	0.7604166666666666	0.6666666666666666
490	0.7604166666666666	0.6666666666666666
491	0.7604166666666666	0.6666666666666666
492	0.7604166666666666	0.6666666666666666
493	0.7604166666666666	0.6666666666666666
494	0.7604166666666666	0.6666666666666666
495	0.7604166666666666	0.6666666666666666
496	0.7604166666666666	0.6666666666666666
497	0.7604166666666666	0.6666666666666666
498	0.7604166666666666	0.6666666666666666
499	0.7604166666666666	0.6666666666666666
